,file_name,game_age,game_cat,game_fans,game_players,game_time,game_weight
4429,html_files_games\_boardgame_219475_axio.html,Age: 8+,"Rank: Overall 5,594",7,2–4 Players,20–40 Min,1.43 / 5
4430,html_files_games\_boardgame_21947_ran.html,Age: 12+,"Rank: Overall 3,551 War 383",45,2–4 Players,240 Min,3.74 / 5
4431,html_files_games\_boardgame_2194_chitin-i.html,Age: 10+,,17,2 Players,30 Min,1.76 / 5
4432,html_files_games\_boardgame_219509_captain-silver.html,Age: 6+,,4,2–4 Players,20 Min,1.00 / 5
4433,html_files_games\_boardgame_219512_tudor.html,Age: 12+,"Rank: Overall 3,833",86,2–4 Players,90–120 Min,3.10 / 5
4434,html_files_games\_boardgame_219513_barenpark.html,Age: 8+,Rank: Overall 311 Family 42,175,2–4 Players,30–45 Min,1.73 / 5
4435,html_files_games\_boardgame_21954_perikles.html,Age: 13+,"Rank: Overall 1,187 Strategy 637",32,3–5 Players,120 Min,3.28 / 5
4436,html_files_games\_boardgame_21955_treehouse.html,Age: 8+,"Rank: Overall 6,057 Abstract 627 Family 1,350",20,2–4 Players,20 Min,1.31 / 5
4437,html_files_games\_boardgame_219621_walk-plank-deluxe-edition.html,Age: 8+,"Rank: Overall 6,259",5,3–5 Players,20 Min,N/A
4438,html_files_games\_boardgame_219638_donner-dinner-party.html,Age: 12+,"Rank: Overall 5,742",13,4–10 Players,30–60 Min,1.20 / 5
4439,html_files_games\_boardgame_219708_professor-evil-and-citadel-time.html,Age: 8+,"Rank: Overall 2,540",53,2–4 Players,30–45 Min,2.00 / 5
4440,html_files_games\_boardgame_219766_chariots-rome.html,Age: 13+,,9,2–8 Players,45–120 Min,2.00 / 5
4441,html_files_games\_boardgame_219807_test-honour-samurai-miniatures-game.html,Age: 12+,,21,2–4 Players,30–60 Min,2.00 / 5
4442,html_files_games\_boardgame_219832_barbarians-invasion.html,Age: 14+,"Rank: Overall 2,833 Strategy 1,149",303,1–4 Players,60–90 Min,3.50 / 5
4443,html_files_games\_boardgame_21985_giro-galoppo.html,Age: 6+,"Rank: Overall 2,891 Children's 29 Family 752",24,2–5 Players,30 Min,1.20 / 5
4444,html_files_games\_boardgame_21991_karo.html,Age: 8+,,7,2 Players,20 Min,2.00 / 5
4445,html_files_games\_boardgame_2199_thinking-mans-golf.html,Age: ––,,5,1–4 Players,45 Min,1.78 / 5
4446,html_files_games\_boardgame_219_volle-hutte.html,Age: 12+,,1,3–5 Players,30 Min,2.09 / 5
4447,html_files_games\_boardgame_2200_falsche-fuffziger.html,Age: 12+,,1,3–6 Players,90 Min,2.55 / 5
4448,html_files_games\_boardgame_220141_munchkin-shakespeare.html,Age: 10+,"Rank: Overall 6,540",14,3–6 Players,60–120 Min,2.00 / 5
4449,html_files_games\_boardgame_220155_groves.html,Age: 13+,"Rank: Overall 3,751",147,1–4 Players,60 Min,2.40 / 5
4450,html_files_games\_boardgame_220193_chemistry-fluxx.html,Age: 8+,,4,2–6 Players,5–30 Min,1.67 / 5
4451,html_files_games\_boardgame_220203_purrrlock-holmes-furriartys-trail.html,Age: 10+,"Rank: Overall 4,354",21,2–5 Players,20–30 Min,1.86 / 5
4452,html_files_games\_boardgame_220284_zombie-dawn.html,Age: 12+,,23,1–4 Players,20–120 Min,3.00 / 5
4453,html_files_games\_boardgame_22029_i-aint-been-shot-mum.html,Age: 12+,"Rank: Overall 5,827 War 793",14,2–6 Players,120 Min,2.94 / 5
4454,html_files_games\_boardgame_220308_gaia-project.html,Age: 12+,Rank: Overall 7 Strategy 5,753,1–4 Players,60–150 Min,4.30 / 5
4455,html_files_games\_boardgame_220331_saipan-bloody-rock.html,Age: 13+,,18,1–4 Players,120–2100 Min,4.00 / 5
4456,html_files_games\_boardgame_220368_sword-art-online-board-game-sword-fellows.html,Age: 10+,,32,1–4 Players,30 Min,1.83 / 5
4457,html_files_games\_boardgame_220380_blorg-midwest.html,Age: 10+,,15,1 Players,10–20 Min,2.00 / 5
4458,html_files_games\_boardgame_22038_warrior-knights.html,Age: 12+,Rank: Overall 932 Thematic 233 Strategy 577,169,2–6 Players,120–240 Min,3.50 / 5
4459,html_files_games\_boardgame_220499_mask-moai.html,Age: 10+,,3,2–6 Players,30–60 Min,1.00 / 5
4460,html_files_games\_boardgame_220517_shipwreck-arcana.html,Age: 12+,"Rank: Overall 1,555",70,2–5 Players,10–30 Min,2.08 / 5
4461,html_files_games\_boardgame_220520_caverna-cave-vs-cave.html,Age: 10+,Rank: Overall 577 Strategy 323,90,1–2 Players,20–40 Min,2.56 / 5
4462,html_files_games\_boardgame_220547_sparklekitty.html,Age: 6+,"Rank: Overall 6,209",17,3–8 Players,10–20 Min,1.00 / 5
4463,html_files_games\_boardgame_220598_ladder-29.html,Age: 10+,"Rank: Overall 4,510",17,2–5 Players,30–45 Min,1.67 / 5
4464,html_files_games\_boardgame_220628_stellium.html,Age: 10+,"Rank: Overall 5,432",11,2–4 Players,30–60 Min,3.00 / 5
4465,html_files_games\_boardgame_220632_monster-slaughter.html,Age: 14+,"Rank: Overall 2,311 Thematic 407",539,2–5 Players,45–60 Min,2.17 / 5
4466,html_files_games\_boardgame_220672_shop-n-time.html,Age: 13+,,5,2–8 Players,15–30 Min,1.00 / 5
4467,html_files_games\_boardgame_220700_cobra-paw.html,Age: 5+,"Rank: Overall 5,611",8,2–6 Players,5–15 Min,1.00 / 5
4468,html_files_games\_boardgame_220707_pile-rush.html,Age: 7+,,3,2–4 Players,20 Min,1.00 / 5
4469,html_files_games\_boardgame_220738_topito.html,Age: 6+,"Rank: Overall 4,898 Family 1,131",9,2–4 Players,15 Min,1.00 / 5
4470,html_files_games\_boardgame_220774_codenames-marvel.html,Age: 8+,"Rank: Overall 3,882",8,2–8 Players,15 Min,1.14 / 5
4471,html_files_games\_boardgame_220775_codenames-disney-family-edition.html,Age: 8+,"Rank: Overall 1,891 Party 93 Family 477",18,2–8 Players,15 Min,1.40 / 5
4472,html_files_games\_boardgame_220778_sticky-chameleons.html,Age: 6+,"Rank: Overall 4,580",7,2–5 Players,20 Min,1.00 / 5
4473,html_files_games\_boardgame_220780_fairy-tile.html,Age: 8+,"Rank: Overall 3,870 Family 984",43,2–4 Players,30 Min,1.38 / 5
4474,html_files_games\_boardgame_220784_legend-cherry-tree-blossoms-every-ten-years.html,Age: 8+,"Rank: Overall 5,701",20,2–4 Players,20 Min,1.20 / 5
4475,html_files_games\_boardgame_220792_expanse-board-game.html,Age: 14+,"Rank: Overall 1,533 Strategy 736",105,2–4 Players,60 Min,2.81 / 5
4476,html_files_games\_boardgame_220861_riga.html,Age: 10+,,2,2–4 Players,30–50 Min,2.00 / 5
4477,html_files_games\_boardgame_220877_rajas-ganges.html,Age: 12+,Rank: Overall 196 Strategy 121,160,2–4 Players,45–75 Min,2.87 / 5
4478,html_files_games\_boardgame_220926_rick-and-morty-anatomy-park-game.html,Age: 18+,,17,2–4 Players,30–60 Min,2.33 / 5
4479,html_files_games\_boardgame_220975_history-maker-golf.html,Age: 12+,"Rank: Overall 6,154",14,1–4 Players,15–180 Min,2.50 / 5
4480,html_files_games\_boardgame_220987_bloody-monday.html,Age: 10+,,13,2 Players,60–120 Min,2.50 / 5
4481,html_files_games\_boardgame_220988_criss-cross.html,Age: 8+,"Rank: Overall 5,154",3,1–6 Players,10 Min,1.00 / 5
4482,html_files_games\_boardgame_220_high-society.html,Age: 10+,Rank: Overall 682 Family 154,82,3–5 Players,15–30 Min,1.52 / 5
4483,html_files_games\_boardgame_221107_pandemic-legacy-season-2.html,Age: 14+,Rank: Overall 33 Thematic 8 Strategy 24,385,2–4 Players,60 Min,3.21 / 5
4484,html_files_games\_boardgame_22111_double-or-nothing.html,Age: 10+,,1,3–6 Players,20 Min,1.11 / 5
4485,html_files_games\_boardgame_221155_donning-purple.html,Age: 14+,"Rank: Overall 5,239",142,1–3 Players,70–90 Min,3.14 / 5
4486,html_files_games\_boardgame_221194_dinosaur-island.html,Age: 8+,Rank: Overall 118 Thematic 26 Strategy 82,564,1–4 Players,90–120 Min,2.98 / 5
4487,html_files_games\_boardgame_221198_dicey-peaks.html,Age: 8+,,85,2–6 Players,20–50 Min,1.00 / 5
4488,html_files_games\_boardgame_2211_proteus.html,Age: 8+,"Rank: Overall 4,894 Abstract 221",10,2 Players,30 Min,3.23 / 5
4489,html_files_games\_boardgame_221230_farlight.html,Age: 14+,"Rank: Overall 3,370",31,2–5 Players,45 Min,2.38 / 5
4490,html_files_games\_boardgame_221233_star-cartel.html,Age: 10+,"Rank: Overall 5,562",14,3–6 Players,30–60 Min,2.00 / 5
4491,html_files_games\_boardgame_221248_monikers-shut-sit-down-nonsense-box.html,Age: 18+,"Rank: Overall 3,243",11,4–20 Players,30–60 Min,1.00 / 5
4492,html_files_games\_boardgame_2212_ebay-electronic-talking-auction-game.html,Age: 10+,"Rank: Overall 6,155 Family 1,279",5,3–4 Players,20 Min,1.23 / 5
4493,html_files_games\_boardgame_221318_whistle-stop.html,Age: 13+,Rank: Overall 856 Strategy 465,109,2–5 Players,75 Min,2.82 / 5
4494,html_files_games\_boardgame_221366_epic-spell-wars-battle-wizards-melee-murdershroom.html,Age: 15+,"Rank: Overall 4,661",13,2–6 Players,30 Min,1.50 / 5
4495,html_files_games\_boardgame_221367_cartoon-network-crossover-crisis-animation-annihil.html,Age: 12+,,4,2–4 Players,30–45 Min,2.00 / 5
4496,html_files_games\_boardgame_221368_dc-comics-deck-building-game-confrontations.html,Age: 15+,"Rank: Overall 4,816",15,2–4 Players,30 Min,1.75 / 5
4497,html_files_games\_boardgame_221369_teen-titans-go-deck-building-game.html,Age: 12+,"Rank: Overall 5,502",13,2 Players,30–45 Min,2.00 / 5
4498,html_files_games\_boardgame_221371_dc-spyfall.html,Age: 13+,,8,3–8 Players,40–50 Min,1.00 / 5
4499,html_files_games\_boardgame_221372_rick-and-morty-close-rick-counters-rick-kind-deck.html,Age: 15+,"Rank: Overall 5,277",18,2–5 Players,30–70 Min,2.00 / 5
4500,html_files_games\_boardgame_2213_revolt-antares.html,Age: 12+,,28,2–4 Players,45 Min,1.97 / 5
4501,html_files_games\_boardgame_221408_warriors-jogu-feint.html,Age: ––,,100,2 Players,20–30 Min,2.25 / 5
4502,html_files_games\_boardgame_22141_cleopatra-and-society-architects.html,Age: 10+,Rank: Overall 829 Strategy 509 Family 203,134,3–5 Players,60 Min,2.29 / 5
4503,html_files_games\_boardgame_22143_eastfront-ii.html,Age: 12+,"Rank: Overall 1,414 War 43",87,2 Players,240 Min,3.53 / 5
4504,html_files_games\_boardgame_221599_tiny-ninjas.html,Age: 8+,"Rank: Overall 4,434",70,1–2 Players,10–15 Min,1.20 / 5
4505,html_files_games\_boardgame_22161_westfront-ii.html,Age: 12+,"Rank: Overall 3,756 War 343",26,2 Players,240 Min,3.44 / 5
4506,html_files_games\_boardgame_221661_patriots-redcoats.html,Age: 8+,,16,4–10 Players,15–25 Min,1.50 / 5
4507,html_files_games\_boardgame_221669_dawn-peacemakers.html,Age: 14+,"Rank: Overall 4,408",78,1–4 Players,60–120 Min,2.83 / 5
4508,html_files_games\_boardgame_2216_vampyre.html,Age: 12+,,26,2–6 Players,45 Min,1.52 / 5
4509,html_files_games\_boardgame_221769_bios-megafauna-second-edition.html,Age: 12+,"Rank: Overall 1,813 Thematic 285 Strategy 817",86,1–4 Players,90–180 Min,4.60 / 5
4510,html_files_games\_boardgame_22182_stonne-heights.html,Age: 12+,,2,2 Players,240 Min,3.80 / 5
4511,html_files_games\_boardgame_221848_normandy-beginning-end.html,Age: 12+,"Rank: Overall 6,048 War 1,235",306,2 Players,60–120 Min,3.67 / 5
4512,html_files_games\_boardgame_22192_heroquest-advanced-quest.html,Age: 10+,"Rank: Overall 1,449 Thematic 309",174,2–5 Players,90 Min,2.22 / 5
4513,html_files_games\_boardgame_221965_fox-forest.html,Age: 10+,Rank: Overall 426 Family 64,212,2 Players,30 Min,1.56 / 5
4514,html_files_games\_boardgame_221977_badass-riders.html,Age: 12+,,211,2–8 Players,20–40 Min,2.00 / 5
4515,html_files_games\_boardgame_22198_great-wall-china.html,Age: 10+,"Rank: Overall 2,481 Strategy 1,129 Family 712",21,2–5 Players,30 Min,1.87 / 5
4516,html_files_games\_boardgame_221_ikusa.html,Age: 12+,Rank: Overall 741 War 212 Thematic 205,296,2–5 Players,240–360 Min,2.95 / 5
4517,html_files_games\_boardgame_22203_face-mat.html,Age: 12+,,16,1–2 Players,Time: ––,2.00 / 5
4518,html_files_games\_boardgame_222145_lucidity-six-sided-nightmares.html,Age: 14+,"Rank: Overall 3,843",97,1–4 Players,20–30 Min,1.94 / 5
4519,html_files_games\_boardgame_222219_kero.html,Age: 9+,"Rank: Overall 3,035",19,2 Players,30 Min,2.00 / 5
4520,html_files_games\_boardgame_22237_hart-der-grenze.html,Age: 10+,"Rank: Overall 2,657 Party 158",21,3–6 Players,40 Min,1.40 / 5
4521,html_files_games\_boardgame_222407_lignum-second-edition.html,Age: 12+,"Rank: Overall 1,725",30,2–4 Players,90–120 Min,4.14 / 5
4522,html_files_games\_boardgame_22245_times-square.html,Age: 12+,"Rank: Overall 2,753 Strategy 1,168 Family 751",30,2 Players,30 Min,1.68 / 5
4523,html_files_games\_boardgame_2224_circus-imperium.html,Age: 12+,"Rank: Overall 4,270 Thematic 628",20,2–12 Players,120 Min,2.05 / 5
4524,html_files_games\_boardgame_222502_club-stories.html,Age: 14+,,15,1–2 Players,60–90 Min,3.33 / 5
4525,html_files_games\_boardgame_222509_lords-hellas.html,Age: 14+,Rank: Overall 272 Strategy 157,951,1–4 Players,60–90 Min,3.39 / 5
4526,html_files_games\_boardgame_222514_batman-gotham-city-chronicles.html,Age: 14+,"Rank: Overall 4,428 Thematic 636",421,2–4 Players,60–90 Min,3.40 / 5
4527,html_files_games\_boardgame_222531_elo-darkness.html,Age: 13+,,103,1–4 Players,45–75 Min,3.14 / 5
4528,html_files_games\_boardgame_222542_otys.html,Age: 14+,"Rank: Overall 1,391 Strategy 688",69,2–4 Players,60 Min,3.05 / 5
4529,html_files_games\_boardgame_222643_lady-and-tiger.html,Age: 6+,"Rank: Overall 3,759",33,1–6 Players,15–20 Min,1.67 / 5
4530,html_files_games\_boardgame_2226_greyhounds.html,Age: 14+,,1,3–4 Players,90 Min,2.00 / 5
4531,html_files_games\_boardgame_22278_12-thieves.html,Age: 8+,"Rank: Overall 2,261 Family 628",30,2–4 Players,45 Min,1.87 / 5
4532,html_files_games\_boardgame_222821_powerships.html,Age: 10+,"Rank: Overall 3,980",17,2–7 Players,20–30 Min,1.80 / 5
4533,html_files_games\_boardgame_222853_witches-revolution.html,Age: 13+,"Rank: Overall 5,888",18,1–4 Players,30–60 Min,2.25 / 5
4534,html_files_games\_boardgame_222862_archmage.html,Age: 14+,"Rank: Overall 3,946",100,1–4 Players,60–120 Min,3.33 / 5
4535,html_files_games\_boardgame_22287_buccaneer.html,Age: 8+,"Rank: Overall 2,413 Family 690",15,3–5 Players,30 Min,1.58 / 5
4536,html_files_games\_boardgame_222887_twin-it.html,Age: 6+,"Rank: Overall 3,817",10,2–6 Players,5–10 Min,1.00 / 5
4537,html_files_games\_boardgame_2228_war-ring.html,Age: 12+,"Rank: Overall 2,549 War 531",80,2–3 Players,180 Min,3.45 / 5
4538,html_files_games\_boardgame_222951_mini-wwii.html,Age: 10+,,19,2–4 Players,60–120 Min,2.00 / 5
4539,html_files_games\_boardgame_22297_winged-horse-campaigns-vietnam-1965-66.html,Age: ––,,6,2 Players,120–480 Min,3.00 / 5
4540,html_files_games\_boardgame_2229_spiel.html,Age: 6+,"Rank: Overall 6,530 Abstract 336",4,2–6 Players,20 Min,1.67 / 5
4541,html_files_games\_boardgame_222_space-beans.html,Age: 10+,"Rank: Overall 3,289 Family 921",14,2–6 Players,40 Min,1.39 / 5
4542,html_files_games\_boardgame_223033_approaching-dawn-witching-hour.html,Age: 12+,"Rank: Overall 6,211",23,3–6 Players,120 Min,3.25 / 5
4543,html_files_games\_boardgame_22303_celebrities.html,Age: ––,"Rank: Overall 3,382 Party 125",13,4–30 Players,90 Min,1.20 / 5
4544,html_files_games\_boardgame_223040_fantasy-realms.html,Age: 14+,"Rank: Overall 1,033 Family 209",45,3–6 Players,20 Min,1.84 / 5
4545,html_files_games\_boardgame_223049_custom-heroes.html,Age: 14+,"Rank: Overall 1,687",42,2–6 Players,45 Min,1.62 / 5
4546,html_files_games\_boardgame_223096_raid-taihoku.html,Age: 10+,,11,2–4 Players,40–60 Min,2.40 / 5
4547,html_files_games\_boardgame_223151_entropy-worlds-collide.html,Age: 12+,"Rank: Overall 5,777",22,2–4 Players,15–40 Min,2.33 / 5
4548,html_files_games\_boardgame_223167_secret-unknown-stuff-escape-dulce.html,Age: 14+,,68,1–5 Players,40–180 Min,2.80 / 5
4549,html_files_games\_boardgame_223215_flip-ships.html,Age: 8+,"Rank: Overall 1,382",56,1–4 Players,30–45 Min,1.44 / 5
4550,html_files_games\_boardgame_223278_palace-mad-king-ludwig.html,Age: 13+,"Rank: Overall 2,073 Strategy 948",28,2–4 Players,75 Min,2.78 / 5
4551,html_files_games\_boardgame_223312_little-big-fish.html,Age: 8+,,5,2 Players,15–20 Min,1.00 / 5
4552,html_files_games\_boardgame_223321_detective-modern-crime-board-game.html,Age: 16+,Rank: Overall 263 Thematic 40,301,1–5 Players,120–180 Min,2.77 / 5
4553,html_files_games\_boardgame_223322_clash-steel-tactical-card-game-medieval-duels.html,Age: 10+,,20,2 Players,10–15 Min,2.00 / 5
4554,html_files_games\_boardgame_223360_cobardes.html,Age: 10+,,12,2 Players,5–15 Min,1.17 / 5
4555,html_files_games\_boardgame_223376_song-ice-fire-tabletop-miniatures-game-stark-vs-la.html,Age: 14+,"Rank: Overall 2,253 War 423",179,2 Players,45–60 Min,2.89 / 5
4556,html_files_games\_boardgame_223449_konja.html,Age: 9+,"Rank: Overall 5,588",26,2 Players,30–60 Min,2.00 / 5
4557,html_files_games\_boardgame_223454_corona-de-hierro.html,Age: 15+,,8,3–5 Players,45–60 Min,2.63 / 5
4558,html_files_games\_boardgame_22345_yspahan.html,Age: 8+,Rank: Overall 484 Strategy 313 Family 99,132,2–4 Players,45–60 Min,2.36 / 5
4559,html_files_games\_boardgame_22347_pecking-order.html,Age: 8+,"Rank: Overall 2,844 Family 758",14,2 Players,20 Min,1.33 / 5
4560,html_files_games\_boardgame_223481_take-gold.html,Age: 8+,,13,2–6 Players,5–15 Min,1.00 / 5
4561,html_files_games\_boardgame_22348_duplik.html,Age: 12+,"Rank: Overall 1,240 Party 55",30,3–10 Players,45 Min,1.23 / 5
4562,html_files_games\_boardgame_223514_coin-crown.html,Age: 12+,,37,1–4 Players,45–60 Min,2.00 / 5
4563,html_files_games\_boardgame_223518_scott-pilgrims-precious-little-card-game.html,Age: 13+,"Rank: Overall 4,837",121,1–4 Players,45–60 Min,2.56 / 5
4564,html_files_games\_boardgame_223538_fast-food-fear.html,Age: 8+,"Rank: Overall 6,440",12,3–6 Players,10–30 Min,1.00 / 5
4565,html_files_games\_boardgame_22359_steel-wolves-german-submarine-campaign-against-all.html,Age: 12+,"Rank: Overall 3,357 War 282",98,1 Players,3000 Min,4.08 / 5
4566,html_files_games\_boardgame_223602_klondike-rush.html,Age: ––,"Rank: Overall 4,277",20,2–5 Players,60 Min,2.29 / 5
4567,html_files_games\_boardgame_223619_shadow-war-armageddon.html,Age: ––,"Rank: Overall 4,842",24,2–4 Players,30–120 Min,3.33 / 5
4568,html_files_games\_boardgame_223669_early-glories.html,Age: ––,,8,2 Players,Time: ––,3.67 / 5
4569,html_files_games\_boardgame_223674_zombie-tsunami.html,Age: 10+,,201,3–6 Players,25–35 Min,1.43 / 5
4570,html_files_games\_boardgame_2236_streets-stalingrad.html,Age: 12+,,3,2 Players,180 Min,4.50 / 5
4571,html_files_games\_boardgame_223726_destination-x.html,Age: 10+,"Rank: Overall 5,236",8,2–10 Players,20–40 Min,1.17 / 5
4572,html_files_games\_boardgame_223740_bargain-quest.html,Age: 8+,"Rank: Overall 3,666",76,2–6 Players,30–60 Min,1.88 / 5
4573,html_files_games\_boardgame_223750_hardback.html,Age: 10+,Rank: Overall 880 Strategy 460 Family 180,86,1–5 Players,45–90 Min,2.18 / 5
4574,html_files_games\_boardgame_223770_startups.html,Age: 10+,"Rank: Overall 2,224",15,3–7 Players,20 Min,1.80 / 5
4575,html_files_games\_boardgame_223777_planet-apes.html,Age: 14+,"Rank: Overall 6,072",20,1–4 Players,60–90 Min,2.67 / 5
4576,html_files_games\_boardgame_223779_pocket-mars.html,Age: 10+,"Rank: Overall 2,317 Strategy 1,077",53,1–4 Players,15–30 Min,2.41 / 5
4577,html_files_games\_boardgame_22377_spartacus.html,Age: 12+,"Rank: Overall 5,646 War 1,028",17,2 Players,300 Min,3.33 / 5
4578,html_files_games\_boardgame_22378_red-storm-over-reich.html,Age: 12+,"Rank: Overall 5,375 War 707",23,2 Players,480 Min,3.52 / 5
4579,html_files_games\_boardgame_223855_sentient.html,Age: 12+,Rank: Overall 984 Abstract 30 Strategy 503,55,2–4 Players,45–60 Min,2.23 / 5
4580,html_files_games\_boardgame_2238_panzerblitz.html,Age: 12+,"Rank: Overall 2,157 War 576",155,2 Players,90 Min,3.06 / 5
4581,html_files_games\_boardgame_223931_sherlock-holmes-consulting-detective-carlton-house.html,Age: 12+,"Rank: Overall 2,457",14,1–8 Players,90 Min,2.50 / 5
4582,html_files_games\_boardgame_223950_fantasy-defense.html,Age: 10+,"Rank: Overall 4,615",224,1–2 Players,15–20 Min,2.14 / 5
4583,html_files_games\_boardgame_223953_kitchen-rush.html,Age: 12+,Rank: Overall 777 Thematic 154 Family 142,115,1–4 Players,30–45 Min,2.17 / 5
4584,html_files_games\_boardgame_22398_10-days-asia.html,Age: 10+,"Rank: Overall 1,997 Family 525",15,2–4 Players,25 Min,1.43 / 5
4585,html_files_games\_boardgame_223996_minuit-meurtre-en-mer.html,Age: 12+,"Rank: Overall 6,229",8,2–6 Players,60–90 Min,1.88 / 5
